mine_id,name,source,deposit_type,rock_type,lat,lon,swir_b11_absorption,swir_b12_absorption,ndvi,land_surface_temp_c,rainfall_mm_weekly,soil_moisture,emag2_anomaly_nt,elevation_m,mn_grade_pct,ibm_ore_category,has_manganese
WASTE_0037,Nagpur_Quartzite_Interbed_15,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.1292,79.498,0.447,0.399,0.478,29.0,101.5,0.385,166.2,368.0,2.2,Overburden_Waste,0
MN_040_EXT,Guruda Mine - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,21.9862,85.3008,0.79,0.694,0.339,36.0,42.5,0.282,458.0,553.0,33.3,Marketable_Saleable,1
WASTE_0125,Southern_Sedimentary_Barren_3,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,13.854,78.9014,0.292,0.251,0.643,29.0,36.3,0.481,127.3,154.0,2.0,Overburden_Waste,0
WASTE_0098,IndoGangetic_Alluvium_Barren_16,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,25.584,81.8437,0.247,0.213,0.553,32.8,62.3,0.315,76.9,184.0,0.1,Overburden_Waste,0
MN_061,Srikakulam Block,MOIL_GSI_Official,Marketable_Direct,Gondite_Series,18.3,83.89,0.76,0.665,0.301,36.0,35.7,0.252,417.9,81.0,26.0,Marketable_Saleable,1
WASTE_0057,Balaghat_Laterite_Overburden_15,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,21.8201,79.9032,0.463,0.403,0.571,36.0,105.0,0.443,182.1,426.0,2.6,Overburden_Waste,0
WASTE_0106,Aravalli_Quartzite_Marble_2,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,27.443,74.6919,0.373,0.332,0.579,31.1,73.3,0.398,101.4,329.0,1.8,Overburden_Waste,0
WASTE_0029,Nagpur_Quartzite_Interbed_7,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.3466,79.4562,0.397,0.366,0.577,29.0,97.0,0.485,166.1,320.0,3.4,Overburden_Waste,0
MN_004,Kandri Mine,MOIL_GSI_Official,Marketable_Direct,Gondite_Braunite,21.2,79.3,0.791,0.696,0.269,35.4,35.8,0.248,447.5,392.0,40.5,Marketable_Saleable,1
WASTE_0100,IndoGangetic_Alluvium_Barren_18,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,26.7804,78.2002,0.125,0.114,0.385,35.6,58.5,0.517,66.0,249.0,0.8,Overburden_Waste,0
MN_037_EXT,Joda West Mine - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Braunite,22.0154,85.4121,0.802,0.703,0.275,35.4,42.5,0.214,488.4,517.0,35.5,Marketable_Saleable,1
MN_043,Barajamda Block,MOIL_GSI_Official,Marketable_Direct,Braunite_Series,22.1,85.15,0.766,0.683,0.304,34.5,40.1,0.232,419.8,488.0,28.5,Marketable_Saleable,1
MN_029,Lohangi Block,MOIL_GSI_Official,Marketable_Direct,Gondite_Series,21.52,79.56,0.765,0.672,0.309,37.3,43.9,0.207,390.8,363.0,25.5,Marketable_Saleable,1
MN_013_EXT,Sausar South Block - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,21.569,78.6962,0.735,0.684,0.351,35.0,34.2,0.284,451.8,361.0,26.6,Marketable_Saleable,1
MN_049_EXT,Chaibasa South Beneficiable - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,22.5384,85.8094,0.735,0.64,0.287,35.7,44.1,0.231,388.6,230.0,22.1,Beneficiable_MR_Ore,1
WASTE_0008,Sausar_Calc_Silicate_Barren_8,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.7626,78.9683,0.498,0.42,0.509,35.5,38.0,0.287,147.0,346.0,1.7,Overburden_Waste,0
MN_010_EXT,Beldongri Mine - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Braunite,21.1419,79.2521,0.817,0.729,0.326,36.8,42.9,0.252,478.3,408.0,36.0,Marketable_Saleable,1
MN_044,Keonjhar Main Belt,MOIL_GSI_Official,Marketable_Direct,Gondite_Series,21.62,85.58,0.757,0.667,0.27,36.8,32.1,0.213,428.9,463.0,30.0,Marketable_Saleable,1
MN_069_EXT,Sivnia Block Rajasthan - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,23.3766,74.5418,0.719,0.647,0.331,36.7,39.4,0.275,417.3,313.0,21.2,Beneficiable_MR_Ore,1
WASTE_0045,Balaghat_Laterite_Overburden_3,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,21.6411,80.4775,0.458,0.418,0.386,32.9,93.1,0.443,198.2,383.0,6.5,Overburden_Waste,0
MN_003_EXT,Gumgaon Mine - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Braunite,21.0406,79.101,0.819,0.762,0.354,37.1,43.6,0.284,531.9,433.0,41.7,Marketable_Saleable,1
MN_063,Kodur Manganese Horizon,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,18.28,83.55,0.678,0.591,0.327,35.2,40.9,0.255,293.6,98.0,18.0,Beneficiable_MR_Ore,1
WASTE_0095,IndoGangetic_Alluvium_Barren_13,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,27.4048,77.328,0.145,0.128,0.604,33.5,67.2,0.452,105.6,222.0,0.6,Overburden_Waste,0
WASTE_0055,Balaghat_Laterite_Overburden_13,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,21.9971,79.8651,0.496,0.436,0.518,32.5,80.3,0.453,166.5,424.0,6.6,Overburden_Waste,0
WASTE_0033,Nagpur_Quartzite_Interbed_11,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.1884,79.3935,0.324,0.299,0.579,29.4,72.7,0.37,153.8,377.0,5.6,Overburden_Waste,0
MN_008_EXT,Tirodi Mine - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Braunite,21.5876,79.6999,0.826,0.727,0.31,33.7,38.5,0.283,528.2,378.0,42.2,Marketable_Saleable,1
MN_006,Chikla Mine,MOIL_GSI_Official,Marketable_Direct,Gondite_Braunite,21.1,79.15,0.83,0.751,0.278,34.1,33.5,0.192,535.3,419.0,41.2,Marketable_Saleable,1
WASTE_0018,Sausar_Calc_Silicate_Barren_18,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.8041,78.6948,0.508,0.42,0.496,30.1,56.4,0.342,155.2,351.0,7.1,Overburden_Waste,0
MN_019_EXT,Kheri Formation - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,21.9002,80.2678,0.757,0.669,0.263,35.8,49.0,0.256,462.5,394.0,30.6,Marketable_Saleable,1
MN_009,Parsoda Mine,MOIL_GSI_Official,Marketable_Direct,Hematite_Gondite,21.18,79.28,0.769,0.69,0.329,34.8,41.4,0.243,458.3,399.0,36.5,Marketable_Saleable,1
WASTE_0073,Deccan_Basalt_WesternGhats_11,IBM_Sterilization_Survey,Overburden_Gangue,Deccan_Basalt,19.9014,74.7533,0.377,0.339,0.478,29.3,35.9,0.418,48.3,715.0,2.3,Overburden_Waste,0
WASTE_0108,Aravalli_Quartzite_Marble_4,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,25.8174,75.9644,0.379,0.313,0.538,35.4,36.4,0.393,119.3,403.0,4.0,Overburden_Waste,0
MN_034_EXT,Chhindwara Node - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,22.0474,78.9316,0.735,0.658,0.292,34.3,39.2,0.22,411.0,696.0,26.0,Marketable_Saleable,1
WASTE_0133,Southern_Sedimentary_Barren_11,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,13.9248,79.6415,0.329,0.28,0.648,33.7,108.6,0.421,69.7,240.0,2.4,Overburden_Waste,0
MN_064,Devada Low-Grade Body,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,18.25,83.58,0.664,0.577,0.252,36.7,32.3,0.192,276.3,82.0,15.5,Beneficiable_MR_Ore,1
MN_070_EXT,Ghatia Horizon Banswara - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,23.288,74.3674,0.702,0.599,0.294,34.2,46.6,0.263,389.2,297.0,15.6,Beneficiable_MR_Ore,1
WASTE_0130,Southern_Sedimentary_Barren_8,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,12.5438,78.548,0.292,0.248,0.491,35.1,88.1,0.269,141.7,108.0,0.9,Overburden_Waste,0
WASTE_0054,Balaghat_Laterite_Overburden_12,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,21.7842,80.114,0.514,0.476,0.559,28.0,81.5,0.357,199.2,405.0,6.3,Overburden_Waste,0
WASTE_0056,Balaghat_Laterite_Overburden_14,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,22.0025,79.9889,0.527,0.464,0.585,33.7,94.1,0.405,165.9,397.0,2.6,Overburden_Waste,0
MN_010,Beldongri Mine,MOIL_GSI_Official,Marketable_Direct,Gondite_Braunite,21.16,79.26,0.785,0.72,0.26,36.3,34.4,0.238,503.5,428.0,38.0,Marketable_Saleable,1
MN_058,Shimoga - Kumsi Belt,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,14.25,75.35,0.731,0.653,0.282,36.1,34.3,0.259,368.1,704.0,24.0,Beneficiable_MR_Ore,1
WASTE_0069,Deccan_Basalt_WesternGhats_7,IBM_Sterilization_Survey,Overburden_Gangue,Deccan_Basalt,19.955,75.816,0.185,0.154,0.499,28.8,84.3,0.497,130.0,612.0,1.7,Overburden_Waste,0
MN_042,Bonai Deposit,MOIL_GSI_Official,Marketable_Direct,Gondite_Series,22.02,84.95,0.774,0.696,0.289,34.9,36.8,0.203,461.8,365.0,31.0,Marketable_Saleable,1
WASTE_0061,Balaghat_Laterite_Overburden_19,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,21.9828,79.9112,0.499,0.418,0.371,28.5,56.2,0.329,225.7,465.0,7.4,Overburden_Waste,0
MN_051_EXT,Sandur Mn Belt Core - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,15.0833,76.5619,0.75,0.654,0.289,34.9,45.5,0.234,427.5,785.0,26.3,Marketable_Saleable,1
WASTE_0036,Nagpur_Quartzite_Interbed_14,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.3477,78.9347,0.425,0.399,0.441,28.8,86.9,0.269,122.8,323.0,1.8,Overburden_Waste,0
MN_028_EXT,Nandgaon Deposit - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Braunite_Series,21.374,80.5035,0.763,0.666,0.287,33.7,47.8,0.275,432.0,360.0,26.9,Marketable_Saleable,1
MN_055_EXT,Ramgad Low-Grade Body - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,15.1188,76.6298,0.722,0.617,0.314,36.7,39.1,0.26,390.5,806.0,20.4,Beneficiable_MR_Ore,1
WASTE_0074,Deccan_Basalt_WesternGhats_12,IBM_Sterilization_Survey,Overburden_Gangue,Deccan_Basalt,18.5822,75.6581,0.358,0.297,0.596,32.3,88.3,0.344,50.6,707.0,2.6,Overburden_Waste,0
MN_020,Warora Belt Node,MOIL_GSI_Official,Marketable_Direct,Braunite_Series,20.23,79.01,0.764,0.669,0.289,37.3,37.4,0.257,421.7,305.0,27.5,Marketable_Saleable,1
WASTE_0025,Nagpur_Quartzite_Interbed_3,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.226,79.247,0.349,0.29,0.447,29.8,61.6,0.271,190.5,331.0,1.0,Overburden_Waste,0
MN_047_EXT,Patmunda Beneficiable Ore - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,21.846,85.2902,0.722,0.66,0.27,34.5,45.6,0.278,409.3,534.0,24.2,Beneficiable_MR_Ore,1
MN_029_EXT,Lohangi Block - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,21.5427,79.5653,0.74,0.657,0.271,36.2,42.3,0.272,412.4,373.0,23.9,Beneficiable_MR_Ore,1
WASTE_0116,Aravalli_Quartzite_Marble_12,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,26.826,73.9499,0.299,0.256,0.575,30.5,35.0,0.403,139.3,293.0,0.8,Overburden_Waste,0
WASTE_0001,Sausar_Calc_Silicate_Barren_1,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.6499,79.0754,0.389,0.365,0.554,28.6,37.3,0.327,185.0,362.0,7.3,Overburden_Waste,0
WASTE_0041,Nagpur_Quartzite_Interbed_19,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.1068,79.371,0.461,0.43,0.481,30.0,98.1,0.262,138.4,386.0,4.8,Overburden_Waste,0
MN_016_EXT,Ramrama Deposit - Extension Zone,GSI_Extension_Survey,Marketable_Direct,Gondite_Series,21.443,79.1314,0.789,0.683,0.269,33.7,42.5,0.253,470.4,379.0,32.1,Marketable_Saleable,1
WASTE_0119,Aravalli_Quartzite_Marble_15,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Marble,25.9814,74.3568,0.327,0.295,0.55,35.7,92.1,0.535,88.4,451.0,0.2,Overburden_Waste,0
MN_040,Guruda Mine,MOIL_GSI_Official,Marketable_Direct,Gondite_Series,21.98,85.32,0.764,0.697,0.285,34.8,44.6,0.217,464.0,553.0,32.0,Marketable_Saleable,1
WASTE_0053,Balaghat_Laterite_Overburden_11,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,21.9805,79.8247,0.517,0.436,0.395,30.4,100.7,0.549,196.8,396.0,8.9,Overburden_Waste,0
MN_063_EXT,Kodur Manganese Horizon - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,18.2894,83.5284,0.701,0.598,0.295,36.0,34.7,0.28,379.8,104.0,16.7,Beneficiable_MR_Ore,1
WASTE_0103,IndoGangetic_Alluvium_Barren_21,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,27.3404,79.6046,0.236,0.198,0.471,36.0,101.0,0.437,96.4,204.0,0.8,Overburden_Waste,0
MN_058_EXT,Shimoga - Kumsi Belt - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,14.2575,75.3554,0.72,0.638,0.279,36.6,39.6,0.215,405.2,709.0,23.6,Beneficiable_MR_Ore,1
WASTE_0019,Sausar_Calc_Silicate_Barren_19,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.7614,78.9313,0.403,0.36,0.387,29.4,86.1,0.304,147.3,385.0,5.7,Overburden_Waste,0
MN_057,Chitradurga - Jagalur Belt,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,14.58,76.22,0.708,0.637,0.261,34.4,37.0,0.21,355.4,646.0,23.0,Beneficiable_MR_Ore,1
WASTE_0042,Nagpur_Quartzite_Interbed_20,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.3058,79.1769,0.415,0.373,0.37,32.1,46.3,0.471,167.3,378.0,5.4,Overburden_Waste,0
MN_057_EXT,Chitradurga - Jagalur Belt - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,14.5571,76.1959,0.733,0.651,0.282,37.3,46.6,0.217,428.7,650.0,24.5,Beneficiable_MR_Ore,1
WASTE_0026,Nagpur_Quartzite_Interbed_4,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.1336,78.9406,0.444,0.377,0.51,30.6,60.0,0.451,189.2,382.0,3.5,Overburden_Waste,0
MN_035_EXT,Tirodi South Beneficiation Wing - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,21.5666,79.6614,0.69,0.623,0.296,37.4,43.7,0.229,381.6,369.0,17.1,Beneficiable_MR_Ore,1
MN_059_EXT,Shankargudda Zone - Extension Zone,GSI_Extension_Survey,Beneficiable_SubEconomic,Gondite_Series,14.0658,75.4362,0.709,0.633,0.269,37.0,38.2,0.22,395.3,726.0,19.4,Beneficiable_MR_Ore,1
MN_002,Ukwa Mine,MOIL_GSI_Official,Marketable_Direct,Gondite_Braunite,21.95,80.05,0.804,0.723,0.253,35.0,37.1,0.222,497.5,393.0,39.8,Marketable_Saleable,1
MN_053,Subbarayanahalli Block,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,15.02,76.51,0.722,0.66,0.312,36.4,35.8,0.231,377.6,812.0,24.5,Beneficiable_MR_Ore,1
MN_039,Kasia Mine,MOIL_GSI_Official,Marketable_Direct,Gondite_Series,22.07,85.41,0.777,0.707,0.292,36.9,34.0,0.246,472.1,509.0,34.0,Marketable_Saleable,1
MN_059,Shankargudda Zone,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,14.05,75.45,0.712,0.633,0.33,34.6,37.5,0.243,339.4,704.0,21.0,Beneficiable_MR_Ore,1
WASTE_0009,Sausar_Calc_Silicate_Barren_9,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.6035,79.2471,0.404,0.356,0.64,28.0,106.4,0.442,134.8,449.0,1.3,Overburden_Waste,0
WASTE_0013,Sausar_Calc_Silicate_Barren_13,IBM_Sterilization_Survey,Overburden_Gangue,Calc_Silicate,21.448,79.0263,0.52,0.429,0.585,32.5,90.4,0.514,160.7,436.0,7.4,Overburden_Waste,0
MN_049,Chaibasa South Beneficiable,MOIL_GSI_Official,Beneficiable_SubEconomic,Gondite_Series,22.52,85.81,0.704,0.617,0.29,35.5,36.1,0.256,341.7,234.0,21.0,Beneficiable_MR_Ore,1
WASTE_0031,Nagpur_Quartzite_Interbed_9,IBM_Sterilization_Survey,Overburden_Gangue,Quartzite_Interbed,21.1703,79.2094,0.465,0.409,0.629,28.9,96.3,0.364,186.6,333.0,6.0,Overburden_Waste,0
WASTE_0127,Southern_Sedimentary_Barren_5,IBM_Sterilization_Survey,Overburden_Gangue,Sedimentary,12.5858,80.1303,0.328,0.27,0.487,31.2,57.7,0.27,128.3,206.0,2.3,Overburden_Waste,0
WASTE_0044,Balaghat_Laterite_Overburden_2,IBM_Sterilization_Survey,Overburden_Gangue,Laterite_Overburden,21.7483,80.0448,0.521,0.468,0.548,34.1,54.9,0.256,177.4,371.0,3.3,Overburden_Waste,0
WASTE_0088,IndoGangetic_Alluvium_Barren_6,IBM_Sterilization_Survey,Overburden_Gangue,Alluvium,26.5934,80.6153,0.159,0.142,0.352,28.1,51.4,0.261,58.6,207.0,0.5,Overburden_Waste,0
